dataset,outcome,model,seed,n_train,n_validation,n_test,n_features,fit_seconds,predict_seconds,qini_auc_normalized,qini_coefficient,uplift_auc_normalized,auuc,uplift_at_10pct,uplift_at_20pct,ate_test,cate_mean,cate_std,test_events_control,test_events_treated
criteo,conversion,dragonnet,2,8381223,2805920,2792449,10,1327.4577020499855,0.3759135709842667,0.48007770274607614,0.00040037100283097624,0.006072403039358128,0.0010504246837739282,0.008213585781708527,0.004845141862552041,0.0011670819791257544,0.001793387421855777,0.009623063833601505,825,7447
criteo,conversion,t_learner,3,8380398,2791831,2807363,10,48.05351466499269,11.477499421918765,0.2836536056866353,0.0002410250829121,0.0036330652012063,0.0008232292911699,0.0058864969111075,0.0038977369030105,0.0010861098981805,0.0010233336604501,0.0090353913136353,848,7380
criteo,conversion,x_learner,3,8380398,2791831,2807363,10,82.33328063599765,6.522484796005301,0.3468327687964223,0.0002947094455346,0.0044468598891636,0.0008859874247731,0.0066353119308158,0.0040971202986129,0.0010861098981805,0.0010067727983922,0.0069187563124031,848,7380
criteo,conversion,dr_learner,3,8380398,2791831,2807363,10,276.5601858189329,3.4682478279573843,0.3191085697627012,0.0002711517426293,0.0040804007266967,0.0008577268654225,0.006374731114733,0.0039241894475435,0.0010861098981805,0.0010070241729118,0.0112527098979169,848,7380
criteo,conversion,dragonnet,3,8380398,2791831,2807363,10,1516.9983539410168,0.3807355290045962,0.4197982742069021,0.00035670942240331814,0.0053919423172216355,0.000958870192581485,0.00662507134718399,0.004482018254571965,0.0010861098981805907,0.0017039927325799733,0.009000618651703074,848,7380
criteo,conversion,t_learner,4,8394897,2791835,2792860,10,49.14820093195885,9.448082927032374,0.3730996550116682,0.0003108254742938,0.0047055542989799,0.0009110174306372,0.0072490881692143,0.0044085156435456,0.0010980448168873,0.000990865041251,0.0097676490324611,825,7278
criteo,conversion,x_learner,4,8394897,2791835,2792860,10,84.02158284198958,7.556682889000513,0.4529887344546797,0.0003773802423704,0.0057080361944581,0.0009881376662024,0.0079864459929691,0.0046217604472835,0.0010980448168873,0.0009696554391247,0.0067253683861315,825,7278
criteo,conversion,dr_learner,4,8394897,2791835,2792860,10,278.3171321480768,3.749368089949712,0.4369979534195752,0.0003640584876253,0.0055034034704509,0.0009723954129498,0.0077694448647926,0.0046217423791227,0.0010980448168873,0.0010007668816768,0.011706960110572,825,7278
criteo,conversion,dragonnet,4,8394897,2791835,2792860,10,1858.322136968025,0.3813812399748713,0.4488007759238339,0.00037389129731466096,0.005663538663896516,0.0009847145020990163,0.007712819190684176,0.004706481069959051,0.001098044816887397,0.0015075477632123925,0.010354178614406446,825,7278
hillstrom,conversion,t_learner,42,38400,12800,12800,18,1.9127398799173534,0.05688158597331494,0.24927893504093332,0.0004821510869560301,0.0041139974522395786,0.003095029579298704,0.011005946992700896,0.007121090345387727,0.004792443069814918,0.006067537331847899,0.050023585519103304,25,91
hillstrom,conversion,x_learner,42,38400,12800,12800,18,0.7729697179747745,0.02042864204850048,0.17514232958365505,0.00033875732246250204,0.002915325959052343,0.0028914219466382343,0.01159443533468459,0.008581098672220776,0.004792443069814918,0.005252966457012208,0.015745572554679715,25,91
hillstrom,conversion,dr_learner,42,38400,12800,12800,18,8.076316765975207,0.01975302107166499,0.2380014910777927,0.00046033844617263976,0.004006088032378156,0.003076699968855289,0.005750173996619494,0.01090617281897333,0.004792443069814918,0.004703714424611486,0.03291893099618977,25,91
hillstrom,conversion,dragonnet,42,38400,12800,12800,18,8.029214287991636,0.0029846529942005873,-0.04197670579280642,-0.00008119063217881486,-0.0007477116038423859,0.0022692144354340997,0.007656695156695157,0.008280520927641201,0.004792443069814918,0.004562841407350788,0.0023049325429296413,25,91
lzd,Y,t_learner,42,108970,36552,36147,64,2.0334992649732158,0.0830996340373531,0.0037997683442114096,0.00003113978324400504,0.0004760166720839107,0.0027545793578063462,0.021677680191734883,0.013210931357876501,0.005276130654496114,0.0033439351263906234,0.045955762905068934,556,704
lzd,Y,x_learner,42,108970,36552,36147,64,1.4331961289281026,0.0397066839504987,0.025877799709685567,0.00021207321099429394,0.0018489720713918308,0.0030906360060951954,0.018734685876702933,0.012204912595822667,0.005276130654496114,0.0027226223099751194,0.018274693578099237,556,704
lzd,Y,dr_learner,42,108970,36552,36147,64,1.7487448219908401,0.013056827010586858,0.0524724980093872,0.00043002153454249967,0.0034497379479019414,0.003482453551972009,0.01526352686253267,0.009180233330834682,0.005276130654496114,0.0028211766198609914,0.01789978991483813,556,704
lzd,Y,dragonnet,42,108970,36552,36147,64,28.304505169042386,0.013763381051830947,0.02318631760001672,0.0001900160322644681,0.001452318788523774,0.0029935476572379776,0.01506710419585576,0.010035914889196473,0.005276130654496114,0.0037800725111633887,0.01044898160163982,556,704
retailhero,Y,t_learner,42,120023,40008,40008,5,1.1934824419440702,0.11602885101456195,-0.0020324193089237045,-0.00020865410327065585,-0.0015730806945790541,0.01618509881164844,0.045971183884735534,0.033544081313651275,0.03323927827740247,0.033335035779173135,0.05321978994237081,12073,12728
retailhero,Y,x_learner,42,120023,40008,40008,5,0.5465577230788767,0.029552415944635868,0.007690019541812184,0.0007894798699193401,0.005715908279880395,0.018198574448188117,0.05204404072777025,0.046144372335758965,0.03323927827740247,0.03344005298894703,0.023030830538905766,12073,12728
retailhero,Y,dr_learner,42,120023,40008,40008,5,1.1365691890241578,0.014310530968941748,0.004178358276992342,0.00042896246635791427,0.0032338671111852377,0.017512947204194818,0.05031613270946278,0.056757244167073284,0.03323927827740247,0.0333483837782632,0.03368252959991714,12073,12728
retailhero,Y,dragonnet,42,120023,40008,40008,5,142.30758929194417,0.024036144954152405,0.015910090718736995,0.001633376389063558,0.011880452677133798,0.019901438864327173,0.055413341213666256,0.058771618999409525,0.03323927827740247,0.03229916381853219,0.023692749613745453,12073,12728
criteo,conversion,t_learner,42,8393486,2793199,2792907,10,49.235487384023145,9.91714881407097,0.475596080654744,0.00037699453604901785,0.005711926321636962,0.0010600072973841214,0.008368263955925262,0.005101095807882168,0.0012416681762606157,0.0009958966928015657,0.00916535304625857,785,7394
criteo,conversion,x_learner,42,8393486,2793199,2792907,10,87.37839877896477,9.975890995934606,0.5299922511912004,0.0004201131821194458,0.006368426913053108,0.0011104836963035367,0.009033513132708719,0.004883978497752715,0.0012416681762606157,0.000989297914289497,0.006950325615866772,785,7394
criteo,conversion,dr_learner,42,8393486,2793199,2792907,10,287.00107188895345,4.147935061017051,0.49592802645881195,0.000393111221587776,0.005956647612413107,0.0010788231974134647,0.008661708626823236,0.005062644086628168,0.0012416681762606157,0.0010050103488463275,0.011594190389742312,785,7394
criteo,conversion,dragonnet,42,8393486,2793199,2792907,10,1395.2311042649671,0.3476272550178692,0.5452428306460567,0.00043220198049252566,0.006552458038452683,0.0011246333080795444,0.008606296776005391,0.005329526662125701,0.0012416681762606157,0.0012268319324861073,0.005822402786965457,785,7394
